1,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,260.00,2520.00,500.00,2340.00,600.00,600.00,120.00,1600.00,580.00,580.00,500.00,2660.00,360.00,600.00,600.00,140.00,600.00,580.00,540.00,280.00
2,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,580.00,600.00,600.00,40.00,140.00,1720.00,2140.00,580.00,2240.00,2400.00,2240.00,600.00,600.00,3700.00,2340.00,600.00,2500.00,600.00,3220.00,600.00
3,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,2460.00,600.00,600.00,240.00,20.00,580.00,600.00,140.00,380.00,240.00,20.00,600.00,600.00,2320.00,600.00,100.00,2200.00,560.00,580.00,600.00
4,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,600.00,580.00,1320.00,140.00,480.00,600.00,2240.00,120.00,360.00,600.00,120.00,580.00,440.00,600.00,100.00,2440.00,600.00,600.00,220.00,600.00
5,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,160.00,600.00,20.00,1960.00,600.00,600.00,580.00,2460.00,560.00,520.00,1520.00,1980.00,260.00,600.00,200.00,20.00,2080.00,600.00,600.00,2320.00
6,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,440.00,600.00,580.00,80.00,600.00,100.00,600.00,20.00,60.00,260.00,600.00,600.00,580.00,580.00,480.00,580.00,600.00,1620.00,1660.00,2500.00
7,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,600.00,560.00,520.00,20.00,600.00,2140.00,600.00,600.00,580.00,2480.00,600.00,600.00,140.00,600.00,600.00,2480.00,600.00,600.00,500.00,580.00
8,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,600.00,2600.00,2500.00,600.00,600.00,640.00,600.00,600.00,600.00,600.00,600.00,580.00,600.00,580.00,2360.00,600.00,600.00,420.00,600.00,2580.00
9,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,580.00,600.00,80.00,600.00,580.00,600.00,1760.00,2440.00,600.00,380.00,40.00,240.00,480.00,1700.00,40.00,2360.00,340.00,540.00,560.00,600.00
10,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,2440.00,2520.00,500.00,600.00,560.00,580.00,580.00,600.00,600.00,2200.00,240.00,540.00,620.00,140.00,4100.00,2120.00,600.00,480.00,1660.00,580.00
11,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,600.00,2460.00,600.00,560.00,120.00,2340.00,1540.00,600.00,600.00,140.00,560.00,600.00,600.00,480.00,600.00,580.00,600.00,580.00,480.00,2200.00
12,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,600.00,480.00,20.00,20.00,600.00,80.00,580.00,640.00,2020.00,60.00,1040.00,600.00,1980.00,280.00,260.00,520.00,100.00,600.00,580.00,400.00
13,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,340.00,600.00,40.00,580.00,20.00,580.00,360.00,2500.00,600.00,1980.00,600.00,600.00,600.00,1840.00,320.00,580.00,580.00,480.00,2120.00,600.00
14,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,40.00,600.00,460.00,220.00,600.00,600.00,2460.00,500.00,340.00,40.00,100.00,520.00,2320.00,600.00,600.00,600.00,600.00,240.00,20.00,280.00
15,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,600.00,2500.00,600.00,100.00,160.00,40.00,600.00,20.00,3700.00,2340.00,1980.00,2400.00,600.00,440.00,400.00,20.00,580.00,580.00,580.00,600.00
16,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,520.00,520.00,580.00,580.00,600.00,40.00,600.00,2520.00,40.00,460.00,140.00,140.00,600.00,600.00,600.00,600.00,280.00,1380.00,620.00,560.00
17,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,220.00,600.00,2280.00,2460.00,600.00,600.00,580.00,600.00,20.00,600.00,600.00,600.00,600.00,2320.00,600.00,380.00,2440.00,40.00,600.00,600.00
18,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,580.00,600.00,600.00,40.00,600.00,460.00,660.00,600.00,220.00,1960.00,280.00,600.00,600.00,180.00,600.00,480.00,580.00,600.00,120.00,660.00
19,0.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,2140.00,1560.00,600.00,40.00,580.00,2200.00,2200.00,20.00,600.00,580.00,560.00,2400.00,2200.00,600.00,520.00,580.00,600.00,520.00,580.00,420.00
20,0.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,600.00,340.00,600.00,620.00,1900.00,440.00,540.00,600.00,2000.00,60.00,2360.00,140.00,660.00,600.00,2500.00,580.00,2440.00,1920.00,380.00,1560.00
21,0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,20.0,2660.00,260.00,60.00,600.00,1860.00,600.00,600.00,20.00,2560.00,580.00,560.00,600.00,600.00,600.00,600.00,500.00,600.00,580.00,660.00,2540.00
