1,0.27,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,6960.00,2460.00,2700.00,5500.00,1340.00,5460.00,3160.00,5100.00,2800.00,6120.00,4180.00,5400.00,2640.00,2860.00,3240.00,2640.00,2260.00,5600.00,2500.00,5860.00
2,0.59,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,20,20.0,3020.00,4580.00,3860.00,3060.00,2600.00,6060.00,2940.00,2200.00,2280.00,6760.00,2260.00,6560.00,5560.00,2620.00,3600.00,3480.00,3360.00,6260.00,3120.00,2700.00
3,0.63,1000000000.00,1000000000.00,0.18,0.16,0.19,1000000000.00,0.18,1000000000.00,21,21.0,2793.00,2877.00,6363.00,5964.00,3381.00,3255.00,2499.00,2961.00,3255.00,7350.00,4158.00,3255.00,6006.00,6300.00,7350.00,2814.00,2625.00,2982.00,2982.00,3066.00,3255.00
4,0.66,28.09,30.12,1.83,1.63,1.87,30.12,1.83,31.88,22,22.0,3256.00,3344.00,6226.00,5874.00,4576.00,3300.00,2640.00,2970.00,3014.00,4928.00,3234.00,3322.00,3080.00,2948.00,8272.00,4840.00,3124.00,7700.00,2596.00,7106.00,6468.00,3432.00
5,0.68,1.32,1.06,18.28,16.26,18.66,1.06,18.28,1.16,21,21.0,2919.00,7371.00,3024.00,6804.00,3696.00,5628.00,3150.00,2793.00,2982.00,6384.00,2688.00,3129.00,2667.00,3192.00,5922.00,5985.00,756.00,6195.00,4158.00,2919.00,2583.00
6,0.68,1.32,1.06,0.19,0.38,0.21,1.06,0.19,1.16,22,22.0,4642.00,3036.00,3058.00,3366.00,7502.00,7524.00,2750.00,2420.00,2728.00,2134.00,6908.00,3520.00,2794.00,5698.00,3102.00,3498.00,6116.00,3322.00,5874.00,3256.00,5676.00,6886.00
7,0.69,1.32,1.06,0.19,0.38,0.21,1.06,0.19,1.16,22,22.0,2706.00,3278.00,2530.00,2706.00,4928.00,7876.00,2948.00,7480.00,3124.00,2728.00,3762.00,2860.00,3234.00,7106.00,1474.00,3234.00,3300.00,3344.00,7612.00,3784.00,2310.00,2640.00
8,0.69,26.00,12.27,1.86,3.78,2.06,12.27,1.86,16.25,23,23.0,3565.00,7314.00,3588.00,7222.00,7636.00,6969.00,3036.00,7383.00,2898.00,2990.00,3358.00,3381.00,7590.00,3174.00,5796.00,4600.00,3381.00,3289.00,3197.00,7314.00,6900.00,3404.00,6003.00
9,0.70,26.00,12.27,1.86,3.78,2.06,12.27,1.86,16.25,23,23.0,3013.00,3381.00,3174.00,3404.00,6279.00,3220.00,6417.00,3358.00,3358.00,6670.00,3565.00,3220.00,3312.00,7452.00,6785.00,3358.00,5773.00,6440.00,7153.00,3680.00,5382.00,8050.00,3197.00
10,0.70,0.42,0.45,1.86,3.78,2.06,0.45,1.86,0.40,22,22.0,2860.00,4026.00,5786.00,3212.00,6490.00,2838.00,7128.00,3366.00,2706.00,5720.00,4356.00,3212.00,4092.00,5676.00,3784.00,3322.00,3344.00,3058.00,3058.00,7062.00,3124.00,3212.00
11,0.71,0.42,0.45,1.86,3.78,2.06,0.45,1.86,0.40,22,22.0,6006.00,4664.00,3036.00,3366.00,3102.00,3212.00,6908.00,3410.00,5918.00,5346.00,7920.00,6534.00,5456.00,3278.00,3366.00,7722.00,3102.00,3256.00,3344.00,3300.00,7612.00,3410.00
12,0.72,0.42,0.45,1.86,3.78,2.06,0.45,1.86,0.40,22,22.0,2926.00,3124.00,3410.00,3212.00,7986.00,2882.00,7040.00,3212.00,3190.00,3344.00,3036.00,2574.00,6776.00,3124.00,2794.00,3388.00,3212.00,6380.00,3366.00,2376.00,6050.00,3168.00
13,0.72,4.25,4.50,5.34,3.16,3.01,4.50,5.34,3.99,21,21.0,7749.00,6867.00,5313.00,7602.00,3171.00,2793.00,4515.00,2583.00,6048.00,1953.00,5502.00,3129.00,4347.00,5418.00,2898.00,3003.00,2415.00,2982.00,6342.00,5964.00,2982.00
